Text,,Price,Mileage,Certified?,Year,Package
"Certified 2014 Toyota Prius Three Model     Save    $19,322   28,934 mi",Certified 2014 Toyota Prius Three Model,19322,"28,934",1,2014,Three
"Used 2014 Toyota Prius Two     Save    $15,984   28,943 mi",Used 2014 Toyota Prius Two,15984,"28,943",0,2014,Two
"Used 2014 Toyota Prius Two     Save    $15,984   28,943 mi",Used 2014 Toyota Prius Two,15984,"28,943",0,2014,Two
"Certified 2015 Toyota Prius Two Model     Save    $19,997   28,960 mi",Certified 2015 Toyota Prius Two Model,19997,"28,960",1,2015,Two
"Certified 2014 Toyota Prius Two     Save    $17,999   28,969 mi",Certified 2014 Toyota Prius Two,17999,"28,969",1,2014,Two
"Used 2011 Toyota Prius      Save    $17,995   28,969 mi",Used 2011 Toyota Prius,17995,"28,969",0,2011,
"Certified 2013 Toyota Prius Three     Save    $16,995   28,979 mi",Certified 2013 Toyota Prius Three,16995,"28,979",1,2013,Three
"Used 2012 Toyota Prius Two     Save    $15,998   28,987 mi",Used 2012 Toyota Prius Two,15998,"28,987",0,2012,Two
"Used 2013 Toyota Prius      Save    $19,303   29,004 mi",Used 2013 Toyota Prius,19303,"29,004",0,2013,
"Used 2015 Toyota Prius Persona Series Special Edition     Save    $18,792   29,011 mi",Used 2015 Toyota Prius Persona Series Special Edition,18792,"29,011",0,2015,Persona
"Certified 2013 Toyota Prius Three     Save    $16,887   29,017 mi",Certified 2013 Toyota Prius Three,16887,"29,017",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,900   29,041 mi",Used 2013 Toyota Prius Two,14900,"29,041",0,2013,Two
"Used 2013 Toyota Prius Two     Save    $17,981   29,046 mi",Used 2013 Toyota Prius Two,17981,"29,046",0,2013,Two
"Used 2012 Toyota Prius      Save    $21,999   29,055 mi",Used 2012 Toyota Prius,21999,"29,055",0,2012,
"Used 2013 Toyota Prius NAV POWER SEAT     Save    $16,995   29,061 mi",Used 2013 Toyota Prius NAV POWER SEAT,16995,"29,061",0,2013,NAV
"Certified 2013 Toyota Prius Two     Save    $16,495   29,081 mi",Certified 2013 Toyota Prius Two,16495,"29,081",1,2013,Two
"Certified 2014 Toyota Prius Two     Save    $18,995   29,087 mi",Certified 2014 Toyota Prius Two,18995,"29,087",1,2014,Two
"Used 2013 Toyota Prius Two     Save    $16,550   29,096 mi",Used 2013 Toyota Prius Two,16550,"29,096",0,2013,Two
"Used 2014 Toyota Prius Five     Save    $15,990   29,096 mi",Used 2014 Toyota Prius Five,15990,"29,096",0,2014,Five
"Certified 2012 Toyota Prius Three     Save    $16,991   29,097 mi",Certified 2012 Toyota Prius Three,16991,"29,097",1,2012,Three
"Certified 2013 Toyota Prius Two     Save    $19,998   29,102 mi",Certified 2013 Toyota Prius Two,19998,"29,102",1,2013,Two
"Certified 2013 Toyota Prius Four     Save    $16,985   29,106 mi",Certified 2013 Toyota Prius Four,16985,"29,106",1,2013,Four
"Certified 2015 Toyota Prius Two Model     Save    $17,490   29,117 mi",Certified 2015 Toyota Prius Two Model,17490,"29,117",1,2015,Two
"Used 2013 Toyota Prius      Save    $18,995   29,123 mi",Used 2013 Toyota Prius,18995,"29,123",0,2013,
"Used 2015 Toyota Prius Two     Save    $17,700   29,124 mi",Used 2015 Toyota Prius Two,17700,"29,124",0,2015,Two
"Used 2013 Toyota Prius Three     Save    $16,990   29,130 mi",Used 2013 Toyota Prius Three,16990,"29,130",0,2013,Three
"Certified 2014 Toyota Prius Two     Save    $19,000   29,147 mi",Certified 2014 Toyota Prius Two,19000,"29,147",1,2014,Two
"Used 2013 Toyota Prius      Save    $13,998   29,174 mi",Used 2013 Toyota Prius,13998,"29,174",0,2013,
"Certified 2012 Toyota Prius Two     Save    $14,980   29,196 mi",Certified 2012 Toyota Prius Two,14980,"29,196",1,2012,Two
"Used 2013 Toyota Prius      Save    $15,995   29,203 mi",Used 2013 Toyota Prius,15995,"29,203",0,2013,
"Used 2013 Toyota Prius      Save    $15,995   29,203 mi",Used 2013 Toyota Prius,15995,"29,203",0,2013,
"Certified 2013 Toyota Prius Three     Save    $16,899   29,225 mi",Certified 2013 Toyota Prius Three,16899,"29,225",1,2013,Three
"Certified 2014 Toyota Prius      Save    $17,000   29,226 mi",Certified 2014 Toyota Prius,17000,"29,226",1,2014,
"Used 2013 Toyota Prius Two     Save    $14,700   29,230 mi",Used 2013 Toyota Prius Two,14700,"29,230",0,2013,Two
"Used 2012 Toyota Prius Five     Save    $14,580   29,231 mi",Used 2012 Toyota Prius Five,14580,"29,231",0,2012,Five
"Used 2013 Toyota Prius      Save    $20,995   29,235 mi",Used 2013 Toyota Prius,20995,"29,235",0,2013,
"Used 2013 Toyota Prius One     Save    $15,888   29,238 mi",Used 2013 Toyota Prius One,15888,"29,238",0,2013,One
"Used 2013 Toyota Prius Two     Save    $16,990   29,239 mi",Used 2013 Toyota Prius Two,16990,"29,239",0,2013,Two
"Used 2013 Toyota Prius Three     Save    $16,577   29,247 mi",Used 2013 Toyota Prius Three,16577,"29,247",0,2013,Three
"Certified 2014 Toyota Prius Five     Save    $20,992   29,254 mi",Certified 2014 Toyota Prius Five,20992,"29,254",1,2014,Five
"Certified 2012 Toyota Prius      Save    $16,995   29,258 mi",Certified 2012 Toyota Prius,16995,"29,258",1,2012,
"Certified 2014 Toyota Prius Four     Save    $18,895   29,274 mi",Certified 2014 Toyota Prius Four,18895,"29,274",1,2014,Four
"Used 2013 Toyota Prius Four     Save    $15,337   29,282 mi",Used 2013 Toyota Prius Four,15337,"29,282",0,2013,Four
"Certified 2013 Toyota Prius Four Model     Save    $21,988   29,317 mi",Certified 2013 Toyota Prius Four Model,21988,"29,317",1,2013,Four
"Used 2015 Toyota Prius Persona Series Special Edition     Save    $22,888   29,318 mi",Used 2015 Toyota Prius Persona Series Special Edition,22888,"29,318",0,2015,Persona
"Used 2015 Toyota Prius Two     Save    $17,717   29,318 mi",Used 2015 Toyota Prius Two,17717,"29,318",0,2015,Two
"Used 2012 Toyota Prius Two     Save    $15,000   29,318 mi",Used 2012 Toyota Prius Two,15000,"29,318",0,2012,Two
"Certified 2014 Toyota Prius Four     Save    $21,991   29,326 mi",Certified 2014 Toyota Prius Four,21991,"29,326",1,2014,Four
"Used 2013 Toyota Prius Persona     Save    $18,919   29,326 mi",Used 2013 Toyota Prius Persona,18919,"29,326",0,2013,Persona
"Certified 2015 Toyota Prius Two     Save    $15,794   29,326 mi",Certified 2015 Toyota Prius Two,15794,"29,326",1,2015,Two
"Certified 2013 Toyota Prius Three Model     Save    $18,900   29,346 mi",Certified 2013 Toyota Prius Three Model,18900,"29,346",1,2013,Three
"Used 2014 Toyota Prius Three     Save    $18,482   29,367 mi",Used 2014 Toyota Prius Three,18482,"29,367",0,2014,Three
"Certified 2013 Toyota Prius PACKAGE 3     Save    $17,900   29,375 mi",Certified 2013 Toyota Prius PACKAGE 3,17900,"29,375",1,2013,PACKAGE
"Certified 2013 Toyota Prius Two     Save    $17,285   29,412 mi",Certified 2013 Toyota Prius Two,17285,"29,412",1,2013,Two
"Certified 2013 Toyota Prius Two Model     Save    $15,891   29,412 mi",Certified 2013 Toyota Prius Two Model,15891,"29,412",1,2013,Two
"Certified 2014 Toyota Prius Two     Save    $15,754   29,412 mi",Certified 2014 Toyota Prius Two,15754,"29,412",1,2014,Two
"Certified 2014 Toyota Prius Two     Save    $16,400   29,415 mi",Certified 2014 Toyota Prius Two,16400,"29,415",1,2014,Two
"Used 2012 Toyota Prius Three     Save    $14,997   29,416 mi",Used 2012 Toyota Prius Three,14997,"29,416",0,2012,Three
"Used 2012 Toyota Prius Three     Save    $16,800   29,423 mi",Used 2012 Toyota Prius Three,16800,"29,423",0,2012,Three
"Used 2013 Toyota Prius BLUETOOTH KEYLESS START POWER LOCKS POWER MIRRORS     Save    $15,596   29,423 mi",Used 2013 Toyota Prius BLUETOOTH KEYLESS START POWER LOCKS POWER MIRRORS,15596,"29,423",0,2013,BLUETOOTH
"Certified 2015 Toyota Prius Three Model     Save    $22,000   29,428 mi",Certified 2015 Toyota Prius Three Model,22000,"29,428",1,2015,Three
"Certified 2014 Toyota Prius Two     Save    $16,327   29,433 mi",Certified 2014 Toyota Prius Two,16327,"29,433",1,2014,Two
"Used 2012 Toyota Prius Four     Save    $17,888   29,436 mi",Used 2012 Toyota Prius Four,17888,"29,436",0,2012,Four
"Used 2013 Toyota Prius Three     Save    $18,981   29,445 mi",Used 2013 Toyota Prius Three,18981,"29,445",0,2013,Three
"Used 2013 Toyota Prius      Save    $20,991   29,479 mi",Used 2013 Toyota Prius,20991,"29,479",0,2013,
"Certified 2013 Toyota Prius Four Model     Save    $18,998   29,484 mi",Certified 2013 Toyota Prius Four Model,18998,"29,484",1,2013,Four
"Certified 2013 Toyota Prius Three     Save    $17,500   29,489 mi",Certified 2013 Toyota Prius Three,17500,"29,489",1,2013,Three
"Certified 2013 Toyota Prius Two     Save    $18,368   29,518 mi",Certified 2013 Toyota Prius Two,18368,"29,518",1,2013,Two
"Certified 2013 Toyota Prius Three     Save    $18,490   29,525 mi",Certified 2013 Toyota Prius Three,18490,"29,525",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $16,500   29,531 mi",Used 2013 Toyota Prius Two,16500,"29,531",0,2013,Two
"Certified 2013 Toyota Prius Two     Save    $19,995   29,543 mi",Certified 2013 Toyota Prius Two,19995,"29,543",1,2013,Two
"Used 2012 Toyota Prius Three     Save    $16,200   29,550 mi",Used 2012 Toyota Prius Three,16200,"29,550",0,2012,Three
"Certified 2014 Toyota Prius Three     Save    $17,499   29,570 mi",Certified 2014 Toyota Prius Three,17499,"29,570",1,2014,Three
"Used 2014 Toyota Prius III NAV     Save    $17,999   29,580 mi",Used 2014 Toyota Prius III NAV,17999,"29,580",0,2014,III
"Used 2013 Toyota Prius PERSONA     Save    $20,988   29,585 mi",Used 2013 Toyota Prius PERSONA,20988,"29,585",0,2013,PERSONA
"Used 2013 Toyota Prius Two     Save    $17,990   29,586 mi",Used 2013 Toyota Prius Two,17990,"29,586",0,2013,Two
"Used 2014 Toyota Prius Two     Save    $17,788   29,592 mi",Used 2014 Toyota Prius Two,17788,"29,592",0,2014,Two
"Certified 2015 Toyota Prius Two     Save    $17,700   29,592 mi",Certified 2015 Toyota Prius Two,17700,"29,592",1,2015,Two
"Used 2013 Toyota Prius Three     Save    $17,290   29,611 mi",Used 2013 Toyota Prius Three,17290,"29,611",0,2013,Three
"Used 2013 Toyota Prius PRISTINE CONDITION     Save    $16,982   29,634 mi",Used 2013 Toyota Prius PRISTINE CONDITION,16982,"29,634",0,2013,PRISTINE
"Used 2013 Toyota Prius      Save    $20,425   29,651 mi",Used 2013 Toyota Prius,20425,"29,651",0,2013,
"Used 2014 Toyota Prius Three     Save    $17,985   29,680 mi",Used 2014 Toyota Prius Three,17985,"29,680",0,2014,Three
"Used 2013 Toyota Prius      Save    $15,895   29,690 mi",Used 2013 Toyota Prius,15895,"29,690",0,2013,
"Certified 2013 Toyota Prius PERSONA SERIES     Save    $21,991   29,693 mi",Certified 2013 Toyota Prius PERSONA SERIES,21991,"29,693",1,2013,PERSONA
"Certified 2015 Toyota Prius Persona Series     Save    $20,497   29,707 mi",Certified 2015 Toyota Prius Persona Series,20497,"29,707",1,2015,Persona
"Certified 2013 Toyota Prius Four     Save    $19,926   29,724 mi",Certified 2013 Toyota Prius Four,19926,"29,724",1,2013,Four
"Used 2013 Toyota Prius Four     Save    $17,999   29,733 mi",Used 2013 Toyota Prius Four,17999,"29,733",0,2013,Four
"Used 2015 Toyota Prius Three     Save    $16,799   29,745 mi",Used 2015 Toyota Prius Three,16799,"29,745",0,2015,Three
"Used 2013 Toyota Prius Three     Save    $18,590   29,746 mi",Used 2013 Toyota Prius Three,18590,"29,746",0,2013,Three
"Certified 2013 Toyota Prius Two Model     Save    $17,577   29,772 mi",Certified 2013 Toyota Prius Two Model,17577,"29,772",1,2013,Two
"Certified 2015 Toyota Prius Two     Save    $17,995   29,773 mi",Certified 2015 Toyota Prius Two,17995,"29,773",1,2015,Two
"Certified 2014 Toyota Prius PKG TWO     Save    $17,899   29,775 mi",Certified 2014 Toyota Prius PKG TWO,17899,"29,775",1,2014,PKG
"Certified 2013 Toyota Prius Three     Save    $17,495   29,778 mi",Certified 2013 Toyota Prius Three,17495,"29,778",1,2013,Three
"Certified 2013 Toyota Prius Three     Save    $15,900   29,780 mi",Certified 2013 Toyota Prius Three,15900,"29,780",1,2013,Three
"Certified 2013 Toyota Prius Two Model     Save    $16,900   29,791 mi",Certified 2013 Toyota Prius Two Model,16900,"29,791",1,2013,Two
"Used 2013 Toyota Prius PERSONA     Save    $17,790   29,805 mi",Used 2013 Toyota Prius PERSONA,17790,"29,805",0,2013,PERSONA
"Used 2014 Toyota Prius Three     Save    $17,419   29,824 mi",Used 2014 Toyota Prius Three,17419,"29,824",0,2014,Three
"Certified 2013 Toyota Prius Two     Save    $15,599   29,838 mi",Certified 2013 Toyota Prius Two,15599,"29,838",1,2013,Two
"Certified 2013 Toyota Prius Base     Save    $16,998   29,839 mi",Certified 2013 Toyota Prius Base,16998,"29,839",1,2013,Base
"Certified 2013 Toyota Prius Three     Save    $19,988   29,842 mi",Certified 2013 Toyota Prius Three,19988,"29,842",1,2013,Three
"Used 2013 Toyota Prius Three     Save    $17,996   29,848 mi",Used 2013 Toyota Prius Three,17996,"29,848",0,2013,Three
"Used 2013 Toyota Prius PERSONA     Save    $18,981   29,857 mi",Used 2013 Toyota Prius PERSONA,18981,"29,857",0,2013,PERSONA
"Certified 2013 Toyota Prius PERSONA SERIES SE     Save    $20,000   29,862 mi",Certified 2013 Toyota Prius PERSONA SERIES SE,20000,"29,862",1,2013,PERSONA
"Certified 2010 Toyota Prius IV     Save    $17,000   29,868 mi",Certified 2010 Toyota Prius IV,17000,"29,868",1,2010,IV
"Certified 2013 Toyota Prius Two     Save    $17,650   29,870 mi",Certified 2013 Toyota Prius Two,17650,"29,870",1,2013,Two
"Used 2012 Toyota Prius 'PKG 4' NAV BLUETOOTH LOADED     Save    $16,990   29,875 mi",Used 2012 Toyota Prius 'PKG 4' NAV BLUETOOTH LOADED,16990,"29,875",0,2012,'PKG
"Used 2010 Toyota Prius      Save    $15,587   29,876 mi",Used 2010 Toyota Prius,15587,"29,876",0,2010,
"Certified 2013 Toyota Prius Four     Save    $18,580   29,888 mi",Certified 2013 Toyota Prius Four,18580,"29,888",1,2013,Four
"Used 2015 Toyota Prius Three     Save    $17,879   29,889 mi",Used 2015 Toyota Prius Three,17879,"29,889",0,2015,Three
"Certified 2015 Toyota Prius      Save    $18,488   29,892 mi",Certified 2015 Toyota Prius,18488,"29,892",1,2015,
"Certified 2013 Toyota Prius Two     Save    $16,991   29,900 mi",Certified 2013 Toyota Prius Two,16991,"29,900",1,2013,Two
"Certified 2012 Toyota Prius      Save    $14,765   29,905 mi",Certified 2012 Toyota Prius,14765,"29,905",1,2012,
"Certified 2010 Toyota Prius IV     Save    $14,991   29,921 mi",Certified 2010 Toyota Prius IV,14991,"29,921",1,2010,IV
"Used 2013 Toyota Prius Four     Save    $20,079   29,930 mi",Used 2013 Toyota Prius Four,20079,"29,930",0,2013,Four
"Certified 2014 Toyota Prius Three     Save    $17,995   29,933 mi",Certified 2014 Toyota Prius Three,17995,"29,933",1,2014,Three
"Used 2013 Toyota Prius Four     Save    $18,900   29,941 mi",Used 2013 Toyota Prius Four,18900,"29,941",0,2013,Four
"Used 2014 Toyota Prius Three     Save    $14,995   29,953 mi",Used 2014 Toyota Prius Three,14995,"29,953",0,2014,Three
"Certified 2013 Toyota Prius Three Model     Save    $19,731   29,963 mi",Certified 2013 Toyota Prius Three Model,19731,"29,963",1,2013,Three
"Certified 2013 Toyota Prius Four Model     Save    $20,495   29,983 mi",Certified 2013 Toyota Prius Four Model,20495,"29,983",1,2013,Four
"Used 2013 Toyota Prius      Save    $19,988   29,992 mi",Used 2013 Toyota Prius,19988,"29,992",0,2013,
"Certified 2013 Toyota Prius Three Model     Save    $20,443   29,995 mi",Certified 2013 Toyota Prius Three Model,20443,"29,995",1,2013,Three
"Used 2016 Toyota Prius Two     Save    $25,655   292 mi",Used 2016 Toyota Prius Two,25655,292,0,2016,Two
"Certified 2014 Toyota Prius Two     Save    $19,388   3,106 mi",Certified 2014 Toyota Prius Two,19388,"3,106",1,2014,Two
"Used 2014 Toyota Prius One     Save    $13,999   3,107 mi",Used 2014 Toyota Prius One,13999,"3,107",0,2014,One
"Used 2015 Toyota Prius Three     Save    $18,965   3,153 mi",Used 2015 Toyota Prius Three,18965,"3,153",0,2015,Three
"Certified 2015 Toyota Prius Four Model     Save    $23,000   3,252 mi",Certified 2015 Toyota Prius Four Model,23000,"3,252",1,2015,Four
"Certified 2015 Toyota Prius Three     Save    $21,750   3,431 mi",Certified 2015 Toyota Prius Three,21750,"3,431",1,2015,Three
"Certified 2015 Toyota Prius Two     Save    $22,998   3,597 mi",Certified 2015 Toyota Prius Two,22998,"3,597",1,2015,Two
"Certified 2015 Toyota Prius Three     Save    $26,998   3,662 mi",Certified 2015 Toyota Prius Three,26998,"3,662",1,2015,Three
"Certified 2015 Toyota Prius Three     Save    $21,500   3,671 mi",Certified 2015 Toyota Prius Three,21500,"3,671",1,2015,Three
"Certified 2015 Toyota Prius Four     Save    $24,500   3,685 mi",Certified 2015 Toyota Prius Four,24500,"3,685",1,2015,Four
"Certified 2016 Toyota Prius Four Touring     Save    $34,888   3,710 mi",Certified 2016 Toyota Prius Four Touring,34888,"3,710",1,2016,Four
"Certified 2015 Toyota Prius Four     Save    $26,993   3,724 mi",Certified 2015 Toyota Prius Four,26993,"3,724",1,2015,Four
"Certified 2014 Toyota Prius Two     Save    $18,961   3,757 mi",Certified 2014 Toyota Prius Two,18961,"3,757",1,2014,Two
"Used 2015 Toyota Prius Three     Save    $24,599   3,760 mi",Used 2015 Toyota Prius Three,24599,"3,760",0,2015,Three
"Used 2016 Toyota Prius Three Touring     Save    $25,900   3,772 mi",Used 2016 Toyota Prius Three Touring,25900,"3,772",0,2016,Three
"Certified 2015 Toyota Prius Five     Save    $29,988   3,846 mi",Certified 2015 Toyota Prius Five,29988,"3,846",1,2015,Five
"Used 2015 Toyota Prius Two     Save    $22,980   3,850 mi",Used 2015 Toyota Prius Two,22980,"3,850",0,2015,Two
"Used 2015 Toyota Prius THREE/LOW MILES!!     Save    $23,986   3,855 mi",Used 2015 Toyota Prius THREE/LOW MILES!!,23986,"3,855",0,2015,THREE/LOW
"Certified 2014 Toyota Prius Two     Save    $17,804   3,891 mi",Certified 2014 Toyota Prius Two,17804,"3,891",1,2014,Two
"Used 2012 Toyota Prius Three     Save    $16,150   30,000 mi",Used 2012 Toyota Prius Three,16150,"30,000",0,2012,Three
"Used 2013 Toyota Prius      Save    $18,694   30,004 mi",Used 2013 Toyota Prius,18694,"30,004",0,2013,
"Used 2014 Toyota Prius Four     Save    $18,000   30,007 mi",Used 2014 Toyota Prius Four,18000,"30,007",0,2014,Four
"Certified 2013 Toyota Prius      Save    $19,688   30,008 mi",Certified 2013 Toyota Prius,19688,"30,008",1,2013,
"Used 2013 Toyota Prius Two     Save    $15,798   30,029 mi",Used 2013 Toyota Prius Two,15798,"30,029",0,2013,Two
"Used 2013 Toyota Prius Two     Save    $16,483   30,038 mi",Used 2013 Toyota Prius Two,16483,"30,038",0,2013,Two
"Used 2013 Toyota Prius Two     Save    $15,888   30,049 mi",Used 2013 Toyota Prius Two,15888,"30,049",0,2013,Two
"Used 2014 Toyota Prius Three     Save    $16,995   30,056 mi",Used 2014 Toyota Prius Three,16995,"30,056",0,2014,Three
"Certified 2013 Toyota Prius Four     Save    $18,994   30,057 mi",Certified 2013 Toyota Prius Four,18994,"30,057",1,2013,Four
"Certified 2013 Toyota Prius Two     Save    $16,103   30,075 mi",Certified 2013 Toyota Prius Two,16103,"30,075",1,2013,Two
"Certified 2013 Toyota Prius Five     Save    $19,835   30,086 mi",Certified 2013 Toyota Prius Five,19835,"30,086",1,2013,Five
"Used 2014 Toyota Prius Three     Save    $17,912   30,091 mi",Used 2014 Toyota Prius Three,17912,"30,091",0,2014,Three
"Used 2014 Toyota Prius Two     Save    $15,497   30,094 mi",Used 2014 Toyota Prius Two,15497,"30,094",0,2014,Two
"Used 2014 Toyota Prius Two     Save    $16,494   30,097 mi",Used 2014 Toyota Prius Two,16494,"30,097",0,2014,Two
"Certified 2012 Toyota Prius Three     Save    $16,993   30,098 mi",Certified 2012 Toyota Prius Three,16993,"30,098",1,2012,Three
"Used 2014 Toyota Prius Three     Save    $18,988   30,100 mi",Used 2014 Toyota Prius Three,18988,"30,100",0,2014,Three
"Used 2013 Toyota Prius Two     Save    $17,995   30,109 mi",Used 2013 Toyota Prius Two,17995,"30,109",0,2013,Two
"Certified 2013 Toyota Prius Two Model     Save    $18,981   30,118 mi",Certified 2013 Toyota Prius Two Model,18981,"30,118",1,2013,Two
"Certified 2013 Toyota Prius PERSONA     Save    $17,995   30,130 mi",Certified 2013 Toyota Prius PERSONA,17995,"30,130",1,2013,PERSONA
"Certified 2013 Toyota Prius Two     Save    $15,950   30,132 mi",Certified 2013 Toyota Prius Two,15950,"30,132",1,2013,Two
"Certified 2013 Toyota Prius Three     Save    $17,400   30,143 mi",Certified 2013 Toyota Prius Three,17400,"30,143",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,995   30,144 mi",Used 2013 Toyota Prius Two,14995,"30,144",0,2013,Two
"Certified 2013 Toyota Prius Four Model     Save    $22,998   30,149 mi",Certified 2013 Toyota Prius Four Model,22998,"30,149",1,2013,Four
"Certified 2013 Toyota Prius Two     Save    $16,999   30,155 mi",Certified 2013 Toyota Prius Two,16999,"30,155",1,2013,Two
"Certified 2013 Toyota Prius Three Model     Save    $16,994   30,163 mi",Certified 2013 Toyota Prius Three Model,16994,"30,163",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $17,981   30,182 mi",Used 2013 Toyota Prius Two,17981,"30,182",0,2013,Two
"Used 2014 Toyota Prius Two     Save    $17,800   30,183 mi",Used 2014 Toyota Prius Two,17800,"30,183",0,2014,Two
"Used 2013 Toyota Prius Four     Save    $19,829   30,201 mi",Used 2013 Toyota Prius Four,19829,"30,201",0,2013,Four
"Certified 2013 Toyota Prius Three     Save    $17,991   30,201 mi",Certified 2013 Toyota Prius Three,17991,"30,201",1,2013,Three
"Certified 2014 Toyota Prius Two Model     Save    $18,988   30,203 mi",Certified 2014 Toyota Prius Two Model,18988,"30,203",1,2014,Two
"Certified 2015 Toyota Prius Two     Save    $18,595   30,203 mi",Certified 2015 Toyota Prius Two,18595,"30,203",1,2015,Two
"Certified 2013 Toyota Prius Three Model     Save    $17,324   30,206 mi",Certified 2013 Toyota Prius Three Model,17324,"30,206",1,2013,Three
"Certified 2013 Toyota Prius PERSONA SERIES SE     Save    $19,988   30,212 mi",Certified 2013 Toyota Prius PERSONA SERIES SE,19988,"30,212",1,2013,PERSONA
"Used 2014 Toyota Prius Three     Save    $16,995   30,249 mi",Used 2014 Toyota Prius Three,16995,"30,249",0,2014,Three
"Used 2012 Toyota Prius Three     Save    $17,995   30,251 mi",Used 2012 Toyota Prius Three,17995,"30,251",0,2012,Three
"Certified 2015 Toyota Prius Persona Series Special Edition     Save    $20,692   30,284 mi",Certified 2015 Toyota Prius Persona Series Special Edition,20692,"30,284",1,2015,Persona
"Used 2013 Toyota Prius W/ NAVIGATION AND MOONROOF     Save    $18,992   30,299 mi",Used 2013 Toyota Prius W/ NAVIGATION AND MOONROOF,18992,"30,299",0,2013,W/
"Used 2013 Toyota Prius Two     Save    $16,699   30,323 mi",Used 2013 Toyota Prius Two,16699,"30,323",0,2013,Two
"Certified 2014 Toyota Prius Two     Save    $15,990   30,329 mi",Certified 2014 Toyota Prius Two,15990,"30,329",1,2014,Two
"Certified 2012 Toyota Prius Two Model     Save    $17,995   30,332 mi",Certified 2012 Toyota Prius Two Model,17995,"30,332",1,2012,Two
"Certified 2013 Toyota Prius Three     Save    $16,980   30,339 mi",Certified 2013 Toyota Prius Three,16980,"30,339",1,2013,Three
"Certified 2013 Toyota Prius Three     Save    $18,400   30,358 mi",Certified 2013 Toyota Prius Three,18400,"30,358",1,2013,Three
"Used 2014 Toyota Prius Three     Save    $16,427   30,367 mi",Used 2014 Toyota Prius Three,16427,"30,367",0,2014,Three
"Certified 2013 Toyota Prius Three     Save    $17,150   30,386 mi",Certified 2013 Toyota Prius Three,17150,"30,386",1,2013,Three
"Used 2014 Toyota Prius Two     Save    $16,499   30,386 mi",Used 2014 Toyota Prius Two,16499,"30,386",0,2014,Two
"Certified 2012 Toyota Prius Three     Save    $16,194   30,391 mi",Certified 2012 Toyota Prius Three,16194,"30,391",1,2012,Three
"Used 2014 Toyota Prius      Save    $16,991   30,395 mi",Used 2014 Toyota Prius,16991,"30,395",0,2014,
"Certified 2013 Toyota Prius      Save    $19,985   30,400 mi",Certified 2013 Toyota Prius,19985,"30,400",1,2013,
"Used 2013 Toyota Prius Two     Save    $15,500   30,414 mi",Used 2013 Toyota Prius Two,15500,"30,414",0,2013,Two
"Certified 2013 Toyota Prius Three     Save    $16,970   30,426 mi",Certified 2013 Toyota Prius Three,16970,"30,426",1,2013,Three
"Used 2015 Toyota Prius Two     Save    $18,488   30,429 mi",Used 2015 Toyota Prius Two,18488,"30,429",0,2015,Two
"Used 2015 Toyota Prius Two     Save    $17,536   30,435 mi",Used 2015 Toyota Prius Two,17536,"30,435",0,2015,Two
"Certified 2013 Toyota Prius Two     Save    $15,280   30,444 mi",Certified 2013 Toyota Prius Two,15280,"30,444",1,2013,Two
"Certified 2012 Toyota Prius      Save    $16,997   30,448 mi",Certified 2012 Toyota Prius,16997,"30,448",1,2012,
"Used 2011 Toyota Prius II     Save    $15,000   30,449 mi",Used 2011 Toyota Prius II,15000,"30,449",0,2011,II
"Certified 2013 Toyota Prius Two     Save    $18,486   30,473 mi",Certified 2013 Toyota Prius Two,18486,"30,473",1,2013,Two
"Used 2015 Toyota Prius Three     Save    $18,748   30,479 mi",Used 2015 Toyota Prius Three,18748,"30,479",0,2015,Three
"Certified 2013 Toyota Prius Two     Save    $16,599   30,487 mi",Certified 2013 Toyota Prius Two,16599,"30,487",1,2013,Two
"Used 2013 Toyota Prius Two     Save    $14,000   30,488 mi",Used 2013 Toyota Prius Two,14000,"30,488",0,2013,Two
"Used 2013 Toyota Prius Three     Save    $17,590   30,490 mi",Used 2013 Toyota Prius Three,17590,"30,490",0,2013,Three
"Certified 2015 Toyota Prius Two     Save    $18,580   30,499 mi",Certified 2015 Toyota Prius Two,18580,"30,499",1,2015,Two
"Used 2013 Toyota Prius      Save    $15,984   30,500 mi",Used 2013 Toyota Prius,15984,"30,500",0,2013,
"Used 2013 Toyota Prius Three     Save    $15,777   30,522 mi",Used 2013 Toyota Prius Three,15777,"30,522",0,2013,Three
"Certified 2014 Toyota Prius Two     Save    $17,297   30,545 mi",Certified 2014 Toyota Prius Two,17297,"30,545",1,2014,Two
"Used 2014 Toyota Prius Three     Save    $15,482   30,556 mi",Used 2014 Toyota Prius Three,15482,"30,556",0,2014,Three
"Used 2014 Toyota Prius Four     Save    $17,988   30,576 mi",Used 2014 Toyota Prius Four,17988,"30,576",0,2014,Four
"Certified 2013 Toyota Prius Three     Save    $16,886   30,578 mi",Certified 2013 Toyota Prius Three,16886,"30,578",1,2013,Three
"Used 2010 Toyota Prius III     Save    $14,993   30,581 mi",Used 2010 Toyota Prius III,14993,"30,581",0,2010,III
"Used 2010 Toyota Prius III     Save    $14,993   30,581 mi",Used 2010 Toyota Prius III,14993,"30,581",0,2010,III
"Used 2014 Toyota Prius Two     Save    $16,440   30,604 mi",Used 2014 Toyota Prius Two,16440,"30,604",0,2014,Two
